prompt,source url,query,published_time,modified_time,author
Practices that nourish my mind and body include…,https://everglownutrition.com/10-journal-prompts-to-enhance-your-mind-body-connection/,journal prompts for presence and awareness,2020-10-01,2022-06-01,Everglow Nutrition
In this moment I feel…,https://everglownutrition.com/10-journal-prompts-to-enhance-your-mind-body-connection/,journal prompts for presence and awareness,2020-10-01,2022-06-01,Everglow Nutrition
Reflect on a time you felt a sense of deep connection in your body. What made this so?,https://everglownutrition.com/10-journal-prompts-to-enhance-your-mind-body-connection/,journal prompts for presence and awareness,2020-10-01,2022-06-01,Everglow Nutrition
What is this feeling here to teach me?,https://everglownutrition.com/10-journal-prompts-to-enhance-your-mind-body-connection/,journal prompts for presence and awareness,2020-10-01,2022-06-01,Everglow Nutrition
How can I feel more at peace in this moment?,https://everglownutrition.com/10-journal-prompts-to-enhance-your-mind-body-connection/,journal prompts for presence and awareness,2020-10-01,2022-06-01,Everglow Nutrition
"If my body could write me a message, what would it say?",https://everglownutrition.com/10-journal-prompts-to-enhance-your-mind-body-connection/,journal prompts for presence and awareness,2020-10-01,2022-06-01,Everglow Nutrition
Imagine you’ve mastered the mind-body connection – how would your life look different than it does now?,https://everglownutrition.com/10-journal-prompts-to-enhance-your-mind-body-connection/,journal prompts for presence and awareness,2020-10-01,2022-06-01,Everglow Nutrition
What’s the furthest thing I hear?,https://edcmontana.org/wonder-walk-and-journal-prompts-for-being-present/,journal prompts for presence and awareness,2024-09-05,2024-06-18,Aimée Johnson
What am I not hearing?,https://edcmontana.org/wonder-walk-and-journal-prompts-for-being-present/,journal prompts for presence and awareness,2024-09-05,2024-06-18,Aimée Johnson
What do I see around me?,https://edcmontana.org/wonder-walk-and-journal-prompts-for-being-present/,journal prompts for presence and awareness,2024-09-05,2024-06-18,Aimée Johnson
What do I see at ground level?,https://edcmontana.org/wonder-walk-and-journal-prompts-for-being-present/,journal prompts for presence and awareness,2024-09-05,2024-06-18,Aimée Johnson
What do I notice in front of me? Behind me?,https://edcmontana.org/wonder-walk-and-journal-prompts-for-being-present/,journal prompts for presence and awareness,2024-09-05,2024-06-18,Aimée Johnson
What do I smell strongly?,https://edcmontana.org/wonder-walk-and-journal-prompts-for-being-present/,journal prompts for presence and awareness,2024-09-05,2024-06-18,Aimée Johnson
What did it feel like to move through nature with presence?,https://edcmontana.org/wonder-walk-and-journal-prompts-for-being-present/,journal prompts for presence and awareness,2024-09-05,2024-06-18,Aimée Johnson
How are all of my senses combining to bring me fully into this moment?,https://edcmontana.org/wonder-walk-and-journal-prompts-for-being-present/,journal prompts for presence and awareness,2024-09-05,2024-06-18,Aimée Johnson
What does it feel like in your body when you feel safe in a space- when you feel fully present and at ease?,https://edcmontana.org/wonder-walk-and-journal-prompts-for-being-present/,journal prompts for presence and awareness,2024-09-05,2024-06-18,Aimée Johnson
When do you feel most at home in your body?,https://edcmontana.org/wonder-walk-and-journal-prompts-for-being-present/,journal prompts for presence and awareness,2024-09-05,2024-06-18,Aimée Johnson
What might it mean to belong to a place?,https://edcmontana.org/wonder-walk-and-journal-prompts-for-being-present/,journal prompts for presence and awareness,2024-09-05,2024-06-18,Aimée Johnson
What landscapes help you to feel at home in your body?,https://edcmontana.org/wonder-walk-and-journal-prompts-for-being-present/,journal prompts for presence and awareness,2024-09-05,2024-06-18,Aimée Johnson
What does it mean to you to inhabit your body in a landscape?,https://edcmontana.org/wonder-walk-and-journal-prompts-for-being-present/,journal prompts for presence and awareness,2024-09-05,2024-06-18,Aimée Johnson
How are you feeling in this moment? Describe all that you are experiencing within yourself.,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What do you need in your life right now?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"What is something that you're grateful for today, and why?",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
Write about a song that always comforts you. What do you like about it?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What is something that you did today that made you feel happy or proud?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"Write down three things that you accomplished this week, no matter how small they may seem.",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"What is something that you're struggling with right now, and what steps can you take to address it?",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
Where do you feel most happy and relaxed?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What is one part of your life that you won't trade for anything?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
Choose 3 people to say thanks today. Write about why you are thankful to them.,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What is your idea of a happy life?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
List 3 things that help you feel cozy and comfortable.,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
Write about one positive change in your life from the last year.,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What is a little thing that you can do to take care of yourself?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"Write a letter to yourself, reflecting on your strengths and the progress you've made recently.",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
Write down three things that you want to prioritize in your self-care routine this month.,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What is something that you can do today to show yourself some love and kindness?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"What is something that you're currently worrying about, and how can you reframe your thoughts to feel more positive and empowered?",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"What is something that you're struggling with right now, and how can you show yourself kindness and compassion in this moment?",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"Write a letter to yourself, reflecting on your current emotions and how you're coping with them. Be kind and compassionate to yourself as you write.",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"Write about a time when you felt truly happy and content. What were the circumstances, and how can you recreate that feeling in your life now?",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"What is something that you're afraid of or anxious about, and what steps can you take to address those feelings?",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"What is something that you've been avoiding or putting off, and what is holding you back? How can you take a small step towards addressing it today?",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
Write down five things that you're looking forward to in the next week or month.,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"Write down three things that you're grateful for today, and why you appreciate them.",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"Reflect on a recent event or experience that brought up strong emotions for you. Write about what you felt, why you felt it, and what you learned from the experience.",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"What is something that you're looking forward to in the near future, and why does it bring you joy and excitement?",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"Reflect on a time when you overcame a difficult challenge, and write down what you learned from the experience.",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
Reflect on a time when you felt disappointed or let down by yourself or others. Write about what you learned from the experience and how you can use that knowledge moving forward.,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
List 5 things in your bedroom that you are grateful for.,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What is a quality in yourself that has helped you through the years?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"Given the choice, where would you want to be right now?",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What do you wish other people knew about you?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"Write down three things that you love about yourself, and why they are important to you.",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What is one thing that you can do for yourself today to promote self-care and positivity?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"Reflect on a time when you overcame a challenge or obstacle. What strengths and qualities did you draw upon, and how can you use them moving forward?",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"Write about a person or experience that brings you joy and positivity. What do you appreciate about them, and how can you cultivate more of that feeling in your life?",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
Write a letter to your future self. What are your hopes for them?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"Write about a time when you felt proud of yourself or accomplished. What did you do to achieve that feeling, and how can you replicate it in other areas of your life?",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"Reflect on a time when you gave yourself permission to rest and recharge. How did you feel afterwards, and how can you prioritize rest in your life moving forward?",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What is one positive affirmation or mantra that you can repeat to yourself throughout the day to promote positivity and self-care?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"Write down three things that you are grateful for in your life, and why they bring you positivity and joy.",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What is one small habit or routine that you can incorporate into your daily life to promote self-care and positivity?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"Write a letter to yourself at a difficult time in your life, offering yourself compassion and understanding. What would you say to yourself now, with the benefit of hindsight and growth?",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"Write about a time when you felt truly understood by someone. What did it feel like, and why was that experience important to you?",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What is one thing that you can do today to show yourself kindness and compassion?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
Describe a place that feels particularly calming or peaceful to you.,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
Describe a moment in your life when you felt truly alive or present.,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
Reflect on a time when you felt a strong sense of purpose or meaning in your life.,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
Reflect on a time when you felt truly passionate or inspired.,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
Write about a time when you felt truly creative or innovative.,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What makes you feel calm?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What makes you feel powerful?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What makes you feel in control?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
How do you remind yourself that you're enough?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
How do you calm your nerves in a difficult situation?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
When do you feel happiest in your skin?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What does growing older mean to you?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"If you could relive an experience in your life, what would it be?",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What do you love about your mind?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
Do you prefer to read fiction or non-fiction? Why?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"If you were stranded on a desert island, what are the one thing and the one person you would choose to have with you and why?",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What do you love about your body?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What are the 5 things that your past self would love about your current self?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What do you love about your personality?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What's one feeling that's been bothering you lately? How can you process and release it?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What is a challenge that you have overcome?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"What dream or desire have you been hesitant to pursue? What's holding you back, and what steps can you take to move towards it?",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
When have you felt truly confident and empowered? How can you channel that energy into your current situation?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
When have you felt a strong connection to someone or something outside of yourself? How can you cultivate more of that connection in your life?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
When have you felt truly alive or present? How can you tap into that feeling again?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
When have you felt misunderstood or invalidated? How can you communicate your feelings and needs in a way that helps others understand you better?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What situation has been causing you stress or anxiety? How can you approach it in a way that aligns with your values and needs?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
"When have you experienced a significant loss or change in your life? What did you learn, and how can you use that knowledge to move forward?",https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
When have you felt truly vulnerable or exposed? How can you use that vulnerability to connect with others in a meaningful way?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
When have you felt a sense of purpose or meaning in your life? How can you use that sense of purpose to guide your decisions and actions moving forward?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
When have you felt a sense of shame or guilt? How can you release any negative feelings associated with that situation and move towards a place of healing and forgiveness?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
When have you felt truly creative or innovative? How can you nurture your creativity and innovation in your daily life?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
When have you felt truly grateful or appreciative? How can you cultivate more gratitude and appreciation in your life?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What's one negative thought or belief you have about yourself? How can you challenge and reframe it in a more positive light?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What's one thing you've been avoiding that you know you need to confront? How can you take the first step towards confronting it?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What's one activity or practice that always makes you feel better? How can you incorporate it more into your routine?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
What's one thing you appreciate about yourself? How can you celebrate and honor that trait or quality in your life?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
When have you felt a strong connection to nature? How can you foster that connection in your daily life?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
When have you felt a strong sense of empathy or compassion for someone else? How can you cultivate those feelings of empathy and compassion in your daily life?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
When have you felt truly seen and heard by someone else? How can you offer that same level of understanding and validation to others in your life?,https://blog.gratefulness.me/self-care-journal-prompts/,journal prompts for presence and awareness,2023-04-01,2023-04-01,Aarushi Tewari
Who do you trust most? Why?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
"What are your strengths in relationships (kindness, empathy, etc.)?",https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
"What do you value most in relationships (trust, respect, sense of humor, etc.)?",https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
How do you draw strength from loved ones?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What five traits do you value most in potential partners?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What are three things working well in your current relationship? What are three things that could be better?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What do you most want your children (or future children) to learn from you?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
How do you show compassion to others? How can you extend that same compassion to yourself?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What boundaries could you set in your relationships to safeguard your own well-being?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
How can you better support and appreciate your loved ones?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What three important things have you learned from previous relationships?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What does love mean to you? How do you recognize it in a relationship?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
"List three things you’d like to tell a friend, family member, or partner.",https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
How do your co-workers and supervisors recognize your strengths?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
How do you use your personal strengths and abilities at work?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
"What about your work feels real, necessary, or important to you?",https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
How does work fulfill you? Does it leave you wanting more?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What part of your workday do you most enjoy?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
Do you see yourself in the same job in 10 years?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What three things can help you begin working to accomplish those goals?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What can you do to improve your work performance?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What are your career ambitions?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What does your work teach you? Does it offer continued opportunities for learning and growth?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What three changes can you make to live according to your personal values?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
"Describe yourself using the first 10 words that come to mind. Then, list 10 words that you’d like to use to describe yourself. List a few ways to transform those descriptions into reality.",https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
"What values do you consider most important in life (honesty, justice, altruism, loyalty, etc.)? How do your actions align with those values?",https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
Explore an opinion or two that you held in the past but have since questioned or changed. What led you to change that opinion?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
List three personal beliefs that you’re willing to reconsider or further explore.,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
Does your work drain or overwhelm you? Why? Is this something you can change?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
Finish this sentence: “My life would be incomplete without …”,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
Describe one or two significant life events that helped shape you into who you are today.,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What do you appreciate most about your personality? What aspects do you find harder to accept?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
When do you trust yourself most? When do you find it harder to have faith in your instincts?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
"What three things would you most like others (loved ones, potential friends and partners, professional acquaintances, etc.) to know about you?",https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What difficult thoughts or emotions come up most frequently for you?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
"Which emotions do you find hardest to accept (guilt, anger, disappointment, etc.)? How do you handle these emotions?",https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
Describe a choice you regret. What did you learn from it?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What are three things that can instantly disrupt a good mood and bring you down? What strategies do you use to counter these effects?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
"What parts of daily life cause stress, frustration, or sadness? What can you do to change those experiences?",https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What go-to coping strategies help you get through moments of emotional or physical pain?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What are three self-defeating thoughts that show up in your self-talk? How can you reframe them to encourage yourself instead?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
Who do you trust with your most painful and upsetting feelings? How can you connect with them when feeling low?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
What do you fear most? Have your fears changed throughout life?,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
Describe your favorite thing to do when feeling low.,https://psychcentral.com/blog/ready-set-journal-64-journaling-prompts-for-self-discovery,journal prompts for presence and awareness,2021-05-17,2021-05-17,Crystal Raypole
